5.001E-03 -3.481E-03;-5.749E-04 -9.683E-03;-7.124E-03 -3.604E-04;-1.272E-03 9.438E-03;5.853E-03 3.321E-03;4.450E-04 -5.947E-03;-5.693E-03 -4.463E-03;-7.697E-04 -1.909E-03;3.216E-03 -3.546E-03;-9.418E-04 2.013E-03;-3.761E-04 1.143E-02;5.739E-03 6.821E-03;9.211E-04 -6.903E-03;-1.150E-02 -7.873E-03;-9.953E-03 3.004E-03;4.382E-03 6.976E-03;9.941E-03 1.802E-03;3.100E-03 -9.884E-04;-2.382E-03 3.133E-04;-3.415E-03 4.863E-04;-4.793E-03 3.688E-04;-2.643E-03 1.654E-03;5.631E-03 2.914E-04;9.984E-03 -5.514E-03;3.771E-03 -8.951E-03;-3.388E-03 -3.475E-03;-1.187E-03 5.683E-03;6.054E-03 6.526E-03;8.405E-03 -2.551E-03;3.839E-03 -9.629E-03;-2.848E-03 -6.468E-03;-6.437E-03 1.557E-03;-4.397E-03 6.070E-03;8.960E-04 5.292E-03;4.335E-03 9.047E-04;4.334E-03 -4.688E-03;1.992E-03 -7.007E-03;-2.742E-03 -2.518E-03;-5.935E-03 5.867E-03;-5.752E-04 9.442E-03;7.972E-03 3.270E-03;5.469E-03 -4.732E-03;-4.675E-03 -2.960E-03;-5.532E-03 4.151E-03;6.800E-04 2.409E-03;-3.391E-04 -5.598E-03;-2.373E-03 -5.631E-03;5.405E-03 -1.243E-04;8.744E-03 3.270E-05;-2.955E-03 7.395E-04;-9.773E-03 7.630E-03;-7.750E-04 6.184E-03;3.498E-03 -7.826E-03;-4.355E-03 -1.146E-02;-4.714E-03 3.427E-03;3.708E-03 1.320E-02;1.357E-03 7.181E-03;-8.923E-03 2.465E-03;-9.175E-03 5.253E-03;-3.543E-03 4.087E-03;-4.576E-03 3.159E-04;-6.106E-03 3.427E-03;-8.826E-04 6.382E-03;3.002E-03 -5.184E-04
-9.750E-04 -5.326E-03;-8.175E-03 -5.408E-03;-8.051E-03 3.099E-03;2.136E-03 6.479E-03;4.299E-03 2.922E-03;-8.200E-03 7.105E-03;-1.888E-02 1.813E-02;-2.026E-02 2.077E-02;-2.015E-02 1.481E-02;-1.670E-02 8.772E-03;-5.133E-03 5.937E-04;2.844E-03 -8.279E-03;-8.960E-04 -4.995E-03;-3.422E-03 9.721E-03;2.793E-03 1.753E-02;5.502E-03 1.159E-02;-8.119E-05 2.294E-03;-2.003E-03 -4.419E-03;3.298E-03 -1.052E-02;7.064E-03 -1.417E-02;9.650E-03 -1.277E-02;1.854E-02 -1.186E-02;2.832E-02 -1.902E-02;2.661E-02 -3.030E-02;1.658E-02 -3.113E-02;1.233E-02 -1.630E-02;1.348E-02 -1.094E-04;6.477E-03 5.265E-03;-7.862E-03 5.793E-03;-1.342E-02 4.305E-03;-7.911E-03 -8.567E-03;-3.970E-03 -2.454E-02;-1.109E-03 -1.942E-02;8.343E-03 2.105E-03;1.178E-02 1.324E-02;-4.223E-03 1.585E-02;-2.112E-02 2.706E-02;-1.786E-02 3.343E-02;-9.044E-03 1.962E-02;-1.371E-02 8.062E-03;-1.978E-02 1.542E-02;-1.398E-02 1.864E-02;-6.796E-03 5.024E-03;-3.885E-03 -3.832E-03;4.495E-03 -2.166E-04;1.438E-02 2.426E-04;1.019E-02 -6.672E-04;-3.569E-03 8.514E-03;-8.362E-03 1.586E-02;-2.334E-03 7.099E-03;1.834E-03 -6.700E-03;-5.325E-04 -1.164E-02;-3.255E-03 -1.052E-02;-1.206E-03 -8.783E-03;3.836E-03 -8.088E-03;7.239E-03 -1.025E-02;8.098E-03 -1.141E-02;7.271E-03 -6.161E-03;1.976E-03 4.654E-04;-6.628E-03 2.798E-03;-7.542E-03 4.014E-03;2.840E-03 2.624E-03;1.025E-02 -6.421E-03;5.251E-03 -1.267E-02
-1.759E-03 -2.642E-04;-6.377E-03 2.336E-03;-5.418E-03 4.039E-03;2.365E-03 1.597E-03;8.047E-03 -2.806E-03;4.112E-03 -2.436E-03;-4.104E-03 2.818E-03;-9.280E-03 6.926E-03;-1.045E-02 7.560E-03;-6.347E-03 4.524E-03;1.776E-03 -3.003E-03;4.502E-03 -8.725E-03;-1.151E-03 -3.282E-03;-3.924E-03 8.597E-03;8.990E-04 1.244E-02;3.194E-03 5.859E-03;-2.317E-04 -1.599E-03;-2.779E-04 -5.540E-03;4.077E-03 -7.886E-03;5.350E-03 -8.025E-03;5.993E-03 -5.592E-03;1.339E-02 -6.218E-03;2.145E-02 -1.511E-02;1.897E-02 -2.625E-02;1.064E-02 -2.561E-02;9.599E-03 -1.059E-02;1.304E-02 3.270E-03;6.526E-03 5.775E-03;-8.127E-03 5.316E-03;-1.372E-02 4.114E-03;-8.332E-03 -9.096E-03;-5.265E-03 -2.505E-02;-2.471E-03 -1.765E-02;9.463E-03 5.810E-03;1.433E-02 1.508E-02;-5.804E-03 1.561E-02;-2.766E-02 2.896E-02;-2.283E-02 3.676E-02;-1.040E-02 1.916E-02;-1.638E-02 6.525E-03;-2.306E-02 2.032E-02;-1.287E-02 2.616E-02;-6.168E-03 5.262E-03;-1.052E-02 -8.363E-03;-7.975E-04 -1.557E-03;2.070E-02 -9.101E-04;1.991E-02 -4.307E-03;-9.891E-04 1.173E-02;-7.697E-03 2.762E-02;6.150E-05 1.162E-02;-1.990E-03 -1.648E-02;-7.890E-03 -2.377E-02;1.469E-03 -1.947E-02;1.565E-02 -2.196E-02;1.720E-02 -2.405E-02;1.382E-02 -1.986E-02;1.539E-02 -1.719E-02;1.265E-02 -1.462E-02;4.158E-04 -4.411E-03;-7.915E-03 7.503E-03;-3.403E-03 9.111E-03;3.666E-03 -1.143E-03;1.941E-03 -1.396E-02;-4.246E-03 -1.634E-02
-2.632E-03 4.982E-03;-3.450E-03 9.384E-03;-2.410E-03 3.556E-03;1.656E-03 -3.438E-03;1.159E-02 -7.509E-03;1.750E-02 -1.254E-02;1.090E-02 -1.496E-02;1.032E-03 -8.068E-03;3.186E-04 1.371E-03;6.401E-03 8.989E-04;8.850E-03 -6.923E-03;3.972E-03 -8.475E-03;-2.571E-03 -8.385E-04;-4.068E-03 5.464E-03;-1.184E-03 3.924E-03;6.887E-04 -1.144E-03;9.371E-04 -4.633E-03;2.312E-03 -5.765E-03;2.751E-03 -3.772E-03;1.630E-04 1.438E-03;1.157E-04 5.097E-03;6.056E-03 1.488E-03;9.929E-03 -8.344E-03;5.332E-03 -1.573E-02;3.283E-04 -1.220E-02;4.110E-03 -5.917E-04;9.872E-03 6.224E-03;5.349E-03 3.998E-03;-5.831E-03 2.411E-03;-1.009E-02 2.549E-03;-7.145E-03 -6.197E-03;-5.936E-03 -1.658E-02;-2.146E-03 -8.908E-03;1.015E-02 7.839E-03;1.315E-02 1.028E-02;-7.751E-03 9.375E-03;-2.729E-02 2.400E-02;-1.957E-02 3.137E-02;-6.479E-03 1.271E-02;-1.317E-02 1.658E-03;-1.935E-02 1.856E-02;-8.733E-03 2.505E-02;-5.596E-03 3.135E-03;-1.479E-02 -9.103E-03;-3.591E-03 -6.181E-04;2.352E-02 -2.918E-03;2.287E-02 -8.981E-03;-1.674E-03 1.208E-02;-7.229E-03 3.348E-02;2.261E-03 1.289E-02;-4.601E-03 -2.280E-02;-1.247E-02 -2.961E-02;5.726E-03 -2.293E-02;2.669E-02 -2.856E-02;2.337E-02 -3.118E-02;1.511E-02 -2.123E-02;1.867E-02 -1.764E-02;1.484E-02 -2.030E-02;-2.361E-03 -8.680E-03;-8.574E-03 1.079E-02;1.433E-03 1.249E-02;4.545E-03 -4.372E-03;-5.740E-03 -1.834E-02;-1.189E-02 -1.695E-02
-3.296E-03 8.557E-03;-5.353E-04 1.352E-02;-1.757E-04 2.130E-03;5.036E-04 -6.713E-03;1.442E-02 -9.890E-03;2.808E-02 -2.065E-02;2.136E-02 -2.993E-02;7.490E-03 -1.935E-02;9.020E-03 -1.848E-03;1.754E-02 -1.405E-03;1.370E-02 -1.021E-02;1.694E-03 -7.598E-03;-4.135E-03 1.297E-03;-3.662E-03 8.387E-04;-3.057E-03 -5.325E-03;-1.208E-03 -6.821E-03;3.335E-03 -5.813E-03;4.934E-03 -5.135E-03;-4.580E-04 9.517E-04;-6.716E-03 1.186E-02;-5.913E-03 1.597E-02;-1.473E-03 8.598E-03;-3.126E-03 -6.120E-04;-9.949E-03 -1.696E-03;-1.072E-02 4.712E-03;-2.309E-03 1.026E-02;5.133E-03 7.877E-03;4.016E-03 5.024E-04;-1.196E-03 -2.187E-03;-3.997E-03 5.584E-04;-5.176E-03 3.929E-04;-5.813E-03 -1.304E-03;-7.027E-04 3.245E-03;9.210E-03 6.686E-03;8.568E-03 1.797E-04;-8.371E-03 -1.134E-03;-1.975E-02 1.329E-02;-9.907E-03 1.931E-02;9.119E-04 3.073E-03;-5.194E-03 -5.187E-03;-1.051E-02 9.924E-03;-3.708E-03 1.598E-02;-5.044E-03 4.453E-04;-1.494E-02 -5.552E-03;-3.865E-03 1.674E-03;2.069E-02 -5.541E-03;1.808E-02 -1.350E-02;-4.660E-03 8.769E-03;-6.592E-03 3.133E-02;4.020E-03 1.134E-02;-4.652E-03 -2.273E-02;-1.299E-02 -2.722E-02;7.274E-03 -1.999E-02;2.793E-02 -2.629E-02;2.082E-02 -2.711E-02;1.141E-02 -1.434E-02;1.740E-02 -1.308E-02;1.353E-02 -2.171E-02;-5.269E-03 -1.132E-02;-8.442E-03 1.145E-02;5.387E-03 1.347E-02;5.421E-03 -5.469E-03;-1.013E-02 -1.820E-02;-1.544E-02 -1.474E-02
-3.632E-03 8.921E-03;1.256E-03 1.361E-02;7.242E-04 8.068E-04;-3.733E-04 -6.887E-03;1.570E-02 -9.351E-03;3.231E-02 -2.445E-02;2.406E-02 -3.759E-02;8.548E-03 -2.372E-02;1.334E-02 -1.641E-03;2.369E-02 -2.095E-03;1.504E-02 -1.193E-02;-1.109E-03 -6.449E-03;-4.987E-03 2.136E-03;-2.881E-03 -4.028E-03;-4.235E-03 -1.221E-02;-1.773E-03 -9.243E-03;6.322E-03 -5.009E-03;6.682E-03 -4.022E-03;-4.517E-03 5.084E-03;-1.285E-02 2.029E-02;-1.007E-02 2.361E-02;-7.113E-03 1.289E-02;-1.395E-02 5.891E-03;-2.215E-02 1.156E-02;-1.905E-02 1.975E-02;-7.707E-03 1.869E-02;5.513E-04 8.069E-03;3.510E-03 -3.525E-03;4.564E-03 -7.109E-03;2.315E-03 -8.236E-04;-3.347E-03 9.348E-03;-5.081E-03 1.617E-02;8.903E-04 1.458E-02;6.360E-03 2.480E-03;2.345E-03 -1.205E-02;-6.675E-03 -1.294E-02;-7.525E-03 -7.131E-05;2.237E-03 4.873E-03;9.068E-03 -6.116E-03;4.985E-03 -1.225E-02;4.382E-05 -3.451E-03;1.350E-04 2.375E-03;-4.241E-03 -9.726E-04;-1.083E-02 1.165E-03;-2.851E-03 4.039E-03;1.190E-02 -8.173E-03;7.355E-03 -1.690E-02;-8.187E-03 1.867E-03;-5.633E-03 2.175E-02;5.269E-03 8.691E-03;-1.571E-03 -1.543E-02;-9.780E-03 -1.770E-02;4.467E-03 -1.192E-02;1.878E-02 -1.569E-02;1.124E-02 -1.327E-02;4.655E-03 -1.914E-03;1.238E-02 -5.217E-03;9.541E-03 -1.859E-02;-7.205E-03 -1.217E-02;-7.808E-03 8.882E-03;7.247E-03 1.237E-02;6.638E-03 -3.364E-03;-9.511E-03 -1.370E-02;-1.431E-02 -1.082E-02
-3.667E-03 5.490E-03;1.344E-03 9.941E-03;4.267E-04 6.520E-04;-4.893E-04 -3.666E-03;1.448E-02 -6.069E-03;2.830E-02 -2.266E-02;1.847E-02 -3.572E-02;4.686E-03 -2.063E-02;1.239E-02 1.075E-03;2.320E-02 -1.175E-03;1.295E-02 -1.142E-02;-3.078E-03 -5.535E-03;-4.843E-03 1.144E-03;-2.101E-03 -7.566E-03;-4.206E-03 -1.438E-02;-6.494E-04 -7.797E-03;8.876E-03 -2.834E-03;6.935E-03 -2.924E-03;-7.939E-03 7.380E-03;-1.603E-02 2.410E-02;-1.099E-02 2.569E-02;-9.193E-03 1.325E-02;-1.933E-02 9.284E-03;-2.776E-02 1.988E-02;-2.239E-02 2.839E-02;-1.050E-02 2.259E-02;-2.249E-03 7.248E-03;4.217E-03 -6.631E-03;9.662E-03 -1.074E-02;6.712E-03 -1.012E-03;-2.414E-03 1.800E-02;-4.199E-03 3.047E-02;1.844E-03 2.181E-02;2.437E-03 -3.087E-03;-3.246E-03 -2.247E-02;-3.046E-03 -2.258E-02;5.031E-03 -1.195E-02;1.241E-02 -7.053E-03;1.529E-02 -1.181E-02;1.412E-02 -1.768E-02;8.654E-03 -1.754E-02;1.546E-03 -1.098E-02;-3.077E-03 -2.165E-04;-4.134E-03 8.724E-03;-2.148E-03 5.417E-03;-7.746E-04 -1.011E-02;-5.447E-03 -1.870E-02;-1.061E-02 -7.276E-03;-4.495E-03 7.957E-03;6.073E-03 6.833E-03;4.036E-03 -2.880E-03;-4.520E-03 -4.722E-03;-2.716E-03 -1.679E-03;2.426E-03 -4.785E-05;-1.291E-03 5.678E-03;-2.445E-03 1.171E-02;5.425E-03 3.515E-03;4.506E-03 -1.213E-02;-7.532E-03 -1.180E-02;-7.190E-03 3.550E-03;6.698E-03 1.026E-02;8.635E-03 1.889E-03;-3.946E-03 -6.479E-03;-9.605E-03 -6.619E-03
-3.437E-03 -1.042E-03;-8.881E-05 3.939E-03;-4.881E-04 2.198E-03;8.887E-05 2.102E-03;1.016E-02 -8.904E-04;1.660E-02 -1.552E-02;6.829E-03 -2.519E-02;-1.950E-03 -1.213E-02;6.936E-03 4.610E-03;1.653E-02 1.153E-03;8.639E-03 -8.552E-03;-3.374E-03 -5.292E-03;-4.041E-03 -1.540E-03;-1.639E-03 -8.510E-03;-2.604E-03 -1.114E-02;1.958E-03 -3.275E-03;9.967E-03 -2.597E-04;5.596E-03 -2.281E-03;-9.370E-03 6.913E-03;-1.512E-02 2.189E-02;-8.328E-03 2.174E-02;-6.916E-03 9.909E-03;-1.769E-02 8.571E-03;-2.559E-02 2.069E-02;-2.021E-02 2.838E-02;-9.893E-03 2.145E-02;-2.391E-03 6.161E-03;5.773E-03 -7.526E-03;1.247E-02 -1.178E-02;7.891E-03 -1.925E-04;-2.792E-03 2.324E-02;-3.631E-03 3.736E-02;2.012E-03 2.357E-02;-9.959E-04 -7.553E-03;-6.503E-03 -2.770E-02;8.475E-04 -2.707E-02;1.346E-02 -1.856E-02;1.726E-02 -1.281E-02;1.765E-02 -1.246E-02;1.934E-02 -1.982E-02;1.269E-02 -2.772E-02;3.267E-04 -1.979E-02;-1.914E-03 2.269E-03;2.443E-03 1.452E-02;-2.702E-03 5.352E-03;-1.345E-02 -1.085E-02;-1.602E-02 -1.881E-02;-1.115E-02 -1.618E-02;-3.540E-03 -5.473E-03;6.506E-03 6.714E-03;1.047E-02 1.066E-02;5.716E-04 6.981E-03;-1.228E-02 7.253E-03;-1.533E-02 1.561E-02;-1.209E-02 2.344E-02;-7.480E-03 2.217E-02;-1.173E-03 1.062E-02;2.148E-04 -4.580E-03;-6.306E-03 -1.107E-02;-6.995E-03 -3.019E-03;4.412E-03 8.407E-03;1.148E-02 8.942E-03;4.652E-03 1.046E-03;-3.536E-03 -3.301E-03
-2.884E-03 -8.845E-03;-2.245E-03 -2.417E-03;-1.433E-03 5.136E-03;7.466E-04 8.722E-03;2.979E-03 4.898E-03;2.906E-04 -4.878E-03;-6.664E-03 -9.645E-03;-8.448E-03 -1.898E-03;-9.496E-04 7.293E-03;6.009E-03 4.487E-03;3.765E-03 -3.827E-03;-2.023E-03 -5.851E-03;-3.260E-03 -5.136E-03;-1.569E-03 -6.457E-03;5.497E-04 -3.641E-03;5.303E-03 2.570E-03;8.975E-03 1.802E-03;3.100E-03 -2.363E-03;-8.159E-03 3.433E-03;-1.036E-02 1.404E-02;-2.756E-03 1.320E-02;-6.551E-04 4.232E-03;-9.666E-03 4.025E-03;-1.696E-02 1.396E-02;-1.358E-02 2.035E-02;-6.121E-03 1.617E-02;-1.006E-04 5.501E-03;7.317E-03 -5.495E-03;1.219E-02 -9.751E-03;5.733E-03 7.584E-04;-4.463E-03 2.285E-02;-3.529E-03 3.526E-02;1.947E-03 2.059E-02;-2.481E-03 -8.791E-03;-7.022E-03 -2.591E-02;2.897E-03 -2.475E-02;1.497E-02 -1.784E-02;1.555E-02 -1.121E-02;1.550E-02 -8.264E-03;1.910E-02 -1.758E-02;1.131E-02 -3.043E-02;-2.912E-03 -2.182E-02;-1.541E-03 4.999E-03;6.345E-03 1.665E-02;-4.240E-03 4.057E-03;-2.189E-02 -1.026E-02;-2.130E-02 -1.733E-02;-1.012E-02 -2.193E-02;-3.162E-03 -1.441E-02;6.545E-03 7.762E-03;1.555E-02 2.021E-02;3.768E-03 1.341E-02;-2.079E-02 1.199E-02;-2.831E-02 2.616E-02;-1.768E-02 3.432E-02;-9.050E-03 2.642E-02;-5.302E-03 1.418E-02;-1.987E-03 1.551E-03;-4.180E-03 -1.050E-02;-7.252E-03 -8.668E-03;1.660E-03 7.615E-03;1.458E-02 1.553E-02;1.322E-02 6.566E-03;1.630E-03 -1.444E-03
-1.875E-03 -1.554E-02;-4.166E-03 -7.334E-03;-2.170E-03 8.392E-03;6.691E-04 1.420E-02;-5.677E-03 9.858E-03;-1.592E-02 6.250E-03;-1.741E-02 5.850E-03;-1.223E-02 6.300E-03;-8.608E-03 8.089E-03;-5.063E-03 8.177E-03;-2.358E-04 1.710E-03;1.881E-04 -6.909E-03;-3.085E-03 -8.504E-03;-1.726E-03 -2.092E-03;4.666E-03 5.556E-03;8.331E-03 7.740E-03;5.987E-03 2.773E-03;2.268E-04 -3.221E-03;-4.627E-03 -2.403E-03;-3.215E-03 2.700E-03;4.294E-03 2.878E-03;8.027E-03 -1.818E-03;2.094E-03 -2.797E-03;-5.015E-03 2.172E-03;-4.690E-03 7.301E-03;-4.198E-04 8.582E-03;3.409E-03 5.652E-03;7.985E-03 -7.044E-04;9.180E-03 -5.236E-03;1.224E-03 7.617E-04;-6.947E-03 1.646E-02;-3.577E-03 2.559E-02;2.517E-03 1.493E-02;-1.477E-03 -5.914E-03;-5.706E-03 -1.735E-02;1.697E-03 -1.590E-02;9.449E-03 -1.031E-02;8.356E-03 -3.782E-03;9.544E-03 -7.691E-04;1.368E-02 -1.081E-02;5.499E-03 -2.460E-02;-7.212E-03 -1.744E-02;-2.741E-03 6.284E-03;6.347E-03 1.460E-02;-5.462E-03 2.194E-03;-2.323E-02 -8.498E-03;-2.050E-02 -1.432E-02;-8.642E-03 -2.234E-02;-3.612E-03 -1.675E-02;6.051E-03 8.238E-03;1.747E-02 2.213E-02;4.519E-03 1.280E-02;-2.472E-02 1.119E-02;-3.236E-02 2.814E-02;-1.695E-02 3.503E-02;-7.024E-03 2.356E-02;-5.621E-03 1.327E-02;-1.592E-03 4.411E-03;-2.059E-03 -9.963E-03;-7.613E-03 -1.141E-02;-3.469E-04 7.860E-03;1.676E-02 1.927E-02;1.875E-02 8.670E-03;4.483E-03 -9.814E-04
-3.559E-04 -1.902E-02;-5.238E-03 -9.760E-03;-2.886E-03 1.054E-02;-6.439E-04 1.685E-02;-1.352E-02 1.273E-02;-2.718E-02 1.468E-02;-2.202E-02 1.664E-02;-1.197E-02 9.985E-03;-1.369E-02 6.829E-03;-1.357E-02 1.132E-02;-2.589E-03 6.755E-03;2.194E-03 -7.787E-03;-3.665E-03 -1.054E-02;-1.892E-03 3.040E-03;8.620E-03 1.343E-02;1.006E-02 1.068E-02;1.831E-03 2.473E-03;-2.191E-03 -4.674E-03;6.602E-05 -9.069E-03;4.190E-03 -8.841E-03;1.100E-02 -6.125E-03;1.671E-02 -6.329E-03;1.386E-02 -9.495E-03;6.499E-03 -1.057E-02;3.897E-03 -6.610E-03;5.309E-03 7.968E-04;6.485E-03 6.587E-03;7.380E-03 5.723E-03;4.786E-03 2.765E-04;-3.966E-03 -8.048E-04;-9.364E-03 5.950E-03;-3.121E-03 1.207E-02;4.271E-03 8.959E-03;1.308E-03 3.950E-04;-4.084E-03 -4.164E-03;-2.604E-03 -2.754E-03;-6.027E-04 1.179E-03;-1.626E-03 6.171E-03;1.554E-03 7.835E-03;5.042E-03 -6.812E-04;-2.570E-03 -1.216E-02;-1.165E-02 -9.220E-03;-5.700E-03 5.149E-03;3.048E-03 9.337E-03;-4.900E-03 5.369E-04;-1.721E-02 -5.899E-03;-1.513E-02 -9.882E-03;-7.977E-03 -1.694E-02;-4.901E-03 -1.309E-02;4.877E-03 6.297E-03;1.559E-02 1.558E-02;3.495E-03 6.056E-03;-2.206E-02 5.346E-03;-2.676E-02 2.086E-02;-1.121E-02 2.568E-02;-2.333E-03 1.479E-02;-1.953E-03 8.207E-03;1.003E-03 3.536E-03;-6.850E-04 -8.794E-03;-7.583E-03 -1.024E-02;-1.019E-03 8.331E-03;1.675E-02 1.863E-02;1.957E-02 7.217E-03;4.891E-03 -1.411E-03
1.447E-03 -1.820E-02;-5.492E-03 -9.581E-03;-3.958E-03 1.038E-02;-2.977E-03 1.574E-02;-1.803E-02 1.274E-02;-3.015E-02 1.814E-02;-1.943E-02 2.009E-02;-7.988E-03 8.687E-03;-1.492E-02 4.047E-03;-1.754E-02 1.291E-02;-3.216E-03 1.013E-02;3.231E-03 -7.670E-03;-4.651E-03 -1.055E-02;-2.026E-03 7.122E-03;1.104E-02 1.757E-02;9.954E-03 1.069E-02;-2.170E-03 1.035E-03;-3.530E-03 -6.311E-03;4.405E-03 -1.451E-02;9.803E-03 -1.724E-02;1.559E-02 -1.144E-02;2.279E-02 -8.000E-03;2.217E-02 -1.362E-02;1.457E-02 -2.011E-02;9.973E-03 -1.747E-02;9.100E-03 -5.332E-03;7.764E-03 7.906E-03;5.763E-03 1.192E-02;7.233E-04 4.958E-03;-8.043E-03 -3.623E-03;-1.063E-02 -5.224E-03;-1.568E-03 -8.693E-04;6.937E-03 4.401E-03;4.264E-03 8.202E-03;-3.351E-03 1.020E-02;-8.242E-03 1.105E-02;-1.123E-02 1.250E-02;-1.115E-02 1.496E-02;-6.159E-03 1.538E-02;-3.975E-03 1.039E-02;-1.043E-02 2.671E-03;-1.549E-02 -5.358E-04;-9.659E-03 1.871E-03;-1.541E-03 2.803E-03;-1.928E-03 -3.445E-04;-6.370E-03 -2.807E-03;-8.085E-03 -4.362E-03;-8.846E-03 -7.371E-03;-6.799E-03 -6.176E-03;3.018E-03 1.209E-03;1.071E-02 2.972E-03;2.017E-03 -3.776E-03;-1.333E-02 -3.447E-03;-1.437E-02 6.700E-03;-3.330E-03 9.522E-03;3.500E-03 2.884E-03;4.646E-03 5.092E-04;4.739E-03 -1.142E-05;-3.661E-04 -6.265E-03;-6.840E-03 -5.602E-03;-5.671E-04 7.921E-03;1.395E-02 1.349E-02;1.588E-02 3.216E-03;3.773E-03 -2.087E-03
2.941E-03 -1.337E-02;-5.528E-03 -7.447E-03;-5.554E-03 7.453E-03;-5.347E-03 1.097E-02;-1.739E-02 9.874E-03;-2.416E-02 1.612E-02;-1.114E-02 1.635E-02;-2.078E-03 3.812E-03;-1.248E-02 6.011E-04;-1.657E-02 1.211E-02;-2.463E-03 1.115E-02;3.214E-03 -5.959E-03;-5.429E-03 -8.428E-03;-2.388E-03 8.789E-03;1.078E-02 1.695E-02;8.123E-03 7.961E-03;-4.658E-03 -1.229E-03;-3.512E-03 -7.545E-03;7.126E-03 -1.678E-02;1.225E-02 -2.022E-02;1.670E-02 -1.217E-02;2.430E-02 -6.485E-03;2.502E-02 -1.359E-02;1.779E-02 -2.372E-02;1.219E-02 -2.277E-02;9.608E-03 -8.544E-03;6.767E-03 8.971E-03;3.875E-03 1.580E-02;-1.613E-03 7.356E-03;-9.611E-03 -6.420E-03;-9.779E-03 -1.333E-02;1.135E-03 -9.692E-03;9.377E-03 1.925E-03;5.743E-03 1.510E-02;-3.669E-03 2.200E-02;-1.260E-02 2.161E-02;-1.865E-02 1.992E-02;-1.752E-02 1.993E-02;-1.146E-02 2.014E-02;-1.066E-02 1.928E-02;-1.611E-02 1.497E-02;-1.809E-02 5.835E-03;-1.307E-02 -2.109E-03;-5.079E-03 -2.815E-03;2.655E-03 -2.561E-04;5.036E-03 4.207E-04;-2.276E-03 1.431E-03;-1.107E-02 3.091E-03;-8.910E-03 5.213E-04;7.094E-04 -5.954E-03;4.663E-03 -1.100E-02;1.217E-03 -1.293E-02;-1.526E-03 -1.233E-02;-1.832E-04 -9.757E-03;3.643E-03 -8.272E-03;8.866E-03 -8.854E-03;1.217E-02 -7.551E-03;8.304E-03 -4.175E-03;-9.156E-04 -2.200E-03;-5.432E-03 7.350E-04;2.618E-04 5.873E-03;8.804E-03 5.331E-03;9.624E-03 -1.673E-03;2.441E-03 -2.489E-03
3.313E-03 -6.102E-03;-6.099E-03 -4.362E-03;-7.330E-03 2.258E-03;-6.377E-03 3.572E-03;-1.130E-02 4.894E-03;-1.140E-02 1.000E-02;-5.151E-04 8.048E-03;3.253E-03 -2.179E-03;-7.809E-03 -2.704E-03;-1.172E-02 8.667E-03;-7.369E-04 9.779E-03;2.717E-03 -2.595E-03;-5.495E-03 -4.691E-03;-3.433E-03 7.649E-03;7.447E-03 1.215E-02;5.284E-03 3.349E-03;-4.724E-03 -3.909E-03;-2.207E-03 -7.731E-03;7.680E-03 -1.471E-02;1.112E-02 -1.730E-02;1.374E-02 -8.980E-03;2.065E-02 -2.439E-03;2.252E-02 -9.343E-03;1.648E-02 -2.101E-02;1.033E-02 -2.187E-02;6.632E-03 -8.323E-03;4.073E-03 9.103E-03;2.516E-03 1.571E-02;-1.669E-03 6.968E-03;-8.013E-03 -7.490E-03;-6.402E-03 -1.584E-02;4.262E-03 -1.286E-02;1.008E-02 1.294E-03;4.977E-03 1.909E-02;-4.113E-03 2.818E-02;-1.349E-02 2.599E-02;-2.068E-02 2.153E-02;-1.931E-02 2.023E-02;-1.304E-02 2.108E-02;-1.338E-02 2.312E-02;-1.856E-02 2.101E-02;-1.885E-02 8.697E-03;-1.427E-02 -4.846E-03;-6.103E-03 -5.859E-03;6.837E-03 5.912E-04;1.276E-02 3.328E-03;5.826E-04 6.248E-03;-1.362E-02 1.084E-02;-1.079E-02 4.397E-03;-1.639E-03 -1.258E-02;-4.951E-04 -2.126E-02;1.432E-03 -1.840E-02;9.076E-03 -1.864E-02;1.076E-02 -2.327E-02;7.670E-03 -2.238E-02;1.247E-02 -1.748E-02;1.821E-02 -1.361E-02;1.055E-02 -6.862E-03;-1.793E-03 2.675E-03;-3.708E-03 6.375E-03;7.201E-04 2.289E-03;2.815E-03 -3.286E-03;3.460E-03 -5.775E-03;1.873E-03 -2.383E-03
