5.001E-03 -3.481E-03;-5.749E-04 -9.683E-03;-7.124E-03 -3.604E-04;-1.272E-03 9.438E-03;5.853E-03 3.321E-03;4.450E-04 -5.947E-03;-5.693E-03 -4.463E-03;-7.697E-04 -1.909E-03;3.216E-03 -3.546E-03;-9.418E-04 2.013E-03;-3.761E-04 1.143E-02;5.739E-03 6.821E-03;9.211E-04 -6.903E-03;-1.150E-02 -7.873E-03;-9.953E-03 3.004E-03;4.382E-03 6.976E-03;9.941E-03 1.802E-03;3.100E-03 -9.884E-04;-2.382E-03 3.133E-04;-3.415E-03 4.863E-04;-4.793E-03 3.688E-04;-2.643E-03 1.654E-03;5.631E-03 2.914E-04;9.984E-03 -5.514E-03;3.771E-03 -8.951E-03;-3.388E-03 -3.475E-03;-1.187E-03 5.683E-03;6.054E-03 6.526E-03;8.405E-03 -2.551E-03;3.839E-03 -9.629E-03;-2.848E-03 -6.468E-03;-6.437E-03 1.557E-03;-4.397E-03 6.070E-03;8.960E-04 5.292E-03;4.335E-03 9.047E-04;4.334E-03 -4.688E-03;1.992E-03 -7.007E-03;-2.742E-03 -2.518E-03;-5.935E-03 5.867E-03;-5.752E-04 9.442E-03;7.972E-03 3.270E-03;5.469E-03 -4.732E-03;-4.675E-03 -2.960E-03;-5.532E-03 4.151E-03;6.800E-04 2.409E-03;-3.391E-04 -5.598E-03;-2.373E-03 -5.631E-03;5.405E-03 -1.243E-04;8.744E-03 3.270E-05;-2.955E-03 7.395E-04;-9.773E-03 7.630E-03;-7.750E-04 6.184E-03;3.498E-03 -7.826E-03;-4.355E-03 -1.146E-02;-4.714E-03 3.427E-03;3.708E-03 1.320E-02;1.357E-03 7.181E-03;-8.923E-03 2.465E-03;-9.175E-03 5.253E-03;-3.543E-03 4.087E-03;-4.576E-03 3.159E-04;-6.106E-03 3.427E-03;-8.826E-04 6.382E-03;3.002E-03 -5.184E-04
9.755E-04 -9.084E-03;-2.726E-03 -1.797E-02;-1.074E-02 -1.111E-02;-4.917E-03 8.356E-03;9.258E-03 1.401E-02;5.364E-03 7.948E-03;-1.561E-02 1.229E-02;-3.014E-02 2.368E-02;-3.207E-02 2.658E-02;-2.846E-02 2.273E-02;-1.968E-02 1.575E-02;-8.602E-03 2.757E-03;-3.795E-03 -7.935E-03;-3.979E-03 -5.342E-03;-1.186E-03 4.334E-03;4.371E-03 1.029E-02;6.948E-03 1.091E-02;3.869E-03 6.046E-03;-2.442E-03 -2.033E-03;-4.170E-03 -5.977E-03;3.395E-03 -7.323E-03;1.269E-02 -1.366E-02;1.620E-02 -1.922E-02;1.850E-02 -1.616E-02;2.163E-02 -1.331E-02;1.807E-02 -1.546E-02;9.274E-03 -1.064E-02;5.750E-03 1.379E-03;5.477E-03 4.600E-03;-4.477E-04 -1.513E-04;-6.443E-03 1.655E-03;-2.343E-03 6.184E-03;6.346E-03 1.166E-03;7.505E-03 -6.198E-03;5.883E-04 -2.656E-03;-5.035E-03 7.728E-03;-3.170E-03 1.341E-02;1.570E-03 1.183E-02;1.048E-03 7.319E-03;-2.539E-03 3.488E-03;-2.372E-03 1.313E-05;-2.723E-03 -4.016E-03;-7.611E-03 -4.320E-03;-6.049E-03 1.310E-03;4.983E-03 3.921E-03;6.981E-03 -1.785E-03;-5.363E-03 -5.123E-03;-1.186E-02 -5.080E-04;-6.464E-03 5.688E-04;-4.486E-03 -5.327E-03;-6.530E-03 -5.677E-03;-2.577E-03 1.651E-03;-3.937E-04 6.335E-03;-7.789E-03 8.671E-03;-1.256E-02 1.437E-02;-9.235E-03 1.762E-02;-9.499E-03 1.349E-02;-1.368E-02 9.286E-03;-1.100E-02 9.022E-03;-3.911E-03 6.774E-03;2.661E-04 8.591E-04;3.769E-03 -2.791E-03;6.352E-03 -4.796E-04;4.447E-03 5.332E-03
1.851E-03 -9.165E-03;-4.123E-03 -1.514E-02;-1.229E-02 -6.797E-03;-4.951E-03 1.076E-02;1.198E-02 1.295E-02;1.056E-02 3.588E-03;-1.035E-02 6.687E-03;-2.609E-02 1.982E-02;-2.871E-02 2.470E-02;-2.622E-02 2.077E-02;-1.860E-02 1.342E-02;-6.509E-03 7.809E-04;-2.614E-04 -1.013E-02;-1.886E-03 -7.357E-03;-1.474E-03 4.613E-03;4.022E-03 1.256E-02;7.293E-03 1.207E-02;3.616E-03 5.271E-03;-2.805E-03 -2.522E-03;-2.998E-03 -5.505E-03;5.543E-03 -7.878E-03;1.415E-02 -1.613E-02;1.784E-02 -2.259E-02;2.274E-02 -2.128E-02;2.776E-02 -2.215E-02;2.258E-02 -2.498E-02;1.242E-02 -1.404E-02;1.134E-02 4.185E-03;1.174E-02 6.653E-03;-2.400E-04 -6.937E-04;-1.161E-02 2.037E-03;-5.670E-03 4.810E-03;5.014E-03 -6.483E-03;4.025E-03 -1.336E-02;-8.091E-04 -4.898E-04;4.979E-05 1.450E-02;-1.607E-04 1.750E-02;-5.893E-03 1.794E-02;-1.068E-02 2.009E-02;-1.121E-02 1.679E-02;-1.137E-02 9.913E-03;-1.379E-02 6.522E-03;-1.507E-02 5.869E-03;-8.687E-03 4.670E-03;3.059E-03 1.204E-03;6.347E-03 -4.367E-03;-2.417E-03 -5.054E-03;-7.855E-03 2.992E-03;-3.479E-03 7.711E-03;-1.894E-03 6.087E-04;-6.049E-03 -5.662E-03;-4.920E-03 -1.955E-03;-7.583E-04 1.286E-03;-3.676E-03 -4.831E-04;-7.326E-03 1.944E-03;-3.086E-03 6.619E-03;4.752E-04 3.369E-03;-3.370E-03 -1.873E-03;-6.258E-03 1.898E-03;-3.063E-03 7.742E-03;1.196E-03 4.734E-03;3.356E-03 -1.713E-03;3.479E-03 -1.706E-03;2.142E-03 2.662E-03
2.260E-03 -7.775E-03;-5.282E-03 -8.624E-03;-1.133E-02 -7.140E-06;-3.356E-03 1.160E-02;1.352E-02 8.807E-03;1.534E-02 -3.210E-03;-1.647E-03 -2.634E-03;-1.588E-02 1.005E-02;-1.801E-02 1.686E-02;-1.619E-02 1.414E-02;-1.143E-02 7.833E-03;-1.903E-03 -2.001E-03;3.168E-03 -1.068E-02;-7.592E-04 -7.711E-03;-2.997E-03 4.479E-03;2.596E-03 1.214E-02;7.048E-03 9.160E-03;2.973E-03 9.277E-04;-3.413E-03 -4.043E-03;-2.084E-03 -3.363E-03;6.265E-03 -4.937E-03;1.241E-02 -1.366E-02;1.493E-02 -2.064E-02;2.056E-02 -2.163E-02;2.548E-02 -2.533E-02;1.989E-02 -2.703E-02;1.225E-02 -1.181E-02;1.535E-02 7.608E-03;1.594E-02 6.980E-03;-4.932E-04 -1.889E-03;-1.466E-02 2.169E-03;-7.558E-03 3.584E-03;3.276E-03 -1.095E-02;1.361E-03 -1.542E-02;3.095E-04 3.383E-03;5.872E-03 1.832E-02;1.237E-03 1.802E-02;-1.363E-02 2.185E-02;-1.953E-02 2.994E-02;-1.590E-02 2.556E-02;-1.684E-02 1.587E-02;-2.114E-02 1.516E-02;-1.877E-02 1.509E-02;-9.790E-03 6.959E-03;-3.924E-04 -1.820E-03;3.883E-03 -6.043E-03;9.620E-04 -4.687E-03;-2.449E-03 5.069E-03;-3.189E-04 1.377E-02;2.973E-04 7.488E-03;-5.389E-03 -4.666E-03;-7.337E-03 -6.770E-03;-1.644E-03 -6.232E-03;1.202E-03 -1.180E-02;4.049E-04 -1.244E-02;5.622E-03 -6.215E-03;1.212E-02 -7.921E-03;7.956E-03 -1.387E-02;-1.209E-03 -6.251E-03;-2.493E-03 8.080E-03;1.986E-03 8.781E-03;2.985E-03 -5.010E-04;1.041E-04 -3.726E-03;-1.479E-03 -1.549E-03
1.782E-03 -5.504E-03;-5.811E-03 -1.438E-04;-7.798E-03 7.117E-03;-7.131E-04 1.020E-02;1.310E-02 2.835E-03;1.861E-02 -1.022E-02;8.738E-03 -1.339E-02;-2.091E-03 -3.671E-03;-3.216E-03 5.071E-03;-1.378E-03 5.305E-03;-2.292E-04 1.223E-03;3.596E-03 -4.588E-03;4.857E-03 -9.465E-03;-1.338E-03 -6.495E-03;-5.118E-03 3.380E-03;8.898E-04 8.411E-03;6.416E-03 2.862E-03;2.219E-03 -5.087E-03;-3.989E-03 -5.419E-03;-2.097E-03 2.904E-04;4.542E-03 1.145E-03;7.571E-03 -6.564E-03;8.260E-03 -1.399E-02;1.211E-02 -1.723E-02;1.489E-02 -2.139E-02;1.092E-02 -2.052E-02;9.203E-03 -4.928E-03;1.663E-02 9.995E-03;1.718E-02 5.192E-03;-2.303E-04 -3.648E-03;-1.430E-02 1.836E-03;-7.791E-03 3.589E-03;1.716E-03 -9.692E-03;8.309E-04 -1.159E-02;3.477E-03 6.798E-03;1.011E-02 1.711E-02;8.217E-04 1.439E-02;-1.834E-02 2.191E-02;-2.206E-02 3.335E-02;-1.472E-02 2.704E-02;-1.668E-02 1.628E-02;-2.234E-02 1.935E-02;-1.791E-02 2.052E-02;-9.550E-03 7.749E-03;-4.579E-03 -3.690E-03;5.084E-04 -6.081E-03;3.952E-03 -4.552E-03;2.420E-03 4.650E-03;1.482E-03 1.716E-02;1.287E-03 1.376E-02;-4.517E-03 -2.943E-03;-9.170E-03 -1.160E-02;-3.042E-03 -1.390E-02;5.470E-03 -2.158E-02;8.395E-03 -2.418E-02;1.379E-02 -1.649E-02;2.133E-02 -1.622E-02;1.671E-02 -2.280E-02;2.475E-03 -1.337E-02;-2.721E-03 7.241E-03;2.410E-03 1.174E-02;3.239E-03 5.869E-04;-2.552E-03 -5.863E-03;-5.556E-03 -5.836E-03
3.842E-04 -3.080E-03;-5.412E-03 7.937E-03;-2.545E-03 1.240E-02;1.924E-03 6.843E-03;1.048E-02 -2.959E-03;1.960E-02 -1.513E-02;1.819E-02 -2.284E-02;1.124E-02 -1.792E-02;1.117E-02 -7.122E-03;1.400E-02 -2.607E-03;1.181E-02 -4.279E-03;7.975E-03 -6.324E-03;3.796E-03 -6.854E-03;-3.463E-03 -4.225E-03;-6.843E-03 1.069E-03;-3.610E-04 2.015E-03;5.645E-03 -4.724E-03;1.697E-03 -1.042E-02;-4.414E-03 -5.901E-03;-3.571E-03 4.623E-03;3.206E-04 8.996E-03;1.030E-03 3.301E-03;-1.639E-04 -4.811E-03;-5.713E-04 -9.341E-03;-1.271E-03 -1.099E-02;-1.439E-03 -7.188E-03;4.380E-03 3.960E-03;1.474E-02 1.007E-02;1.562E-02 1.645E-03;1.478E-03 -5.753E-03;-1.041E-02 1.047E-03;-6.708E-03 5.786E-03;9.917E-04 -1.959E-03;2.942E-03 -3.335E-03;7.146E-03 7.442E-03;1.092E-02 1.046E-02;-4.352E-04 7.300E-03;-1.721E-02 1.726E-02;-1.689E-02 2.868E-02;-7.736E-03 2.104E-02;-1.041E-02 1.134E-02;-1.702E-02 1.754E-02;-1.343E-02 2.041E-02;-8.426E-03 7.445E-03;-7.940E-03 -3.171E-03;-2.542E-03 -4.489E-03;5.267E-03 -5.103E-03;4.588E-03 1.670E-03;9.231E-04 1.696E-02;8.575E-04 1.765E-02;-3.320E-03 -9.514E-04;-9.683E-03 -1.467E-02;-4.610E-03 -1.876E-02;7.611E-03 -2.623E-02;1.361E-02 -2.917E-02;1.799E-02 -2.036E-02;2.481E-02 -1.835E-02;2.039E-02 -2.600E-02;3.808E-03 -1.797E-02;-3.811E-03 5.021E-03;2.481E-03 1.272E-02;4.399E-03 1.396E-03;-3.626E-03 -7.169E-03;-8.881E-03 -8.503E-03
-1.535E-03 -1.216E-03;-4.117E-03 1.329E-02;2.865E-03 1.440E-02;3.520E-03 2.693E-03;6.096E-03 -6.563E-03;1.789E-02 -1.631E-02;2.381E-02 -2.837E-02;1.996E-02 -2.863E-02;2.088E-02 -1.581E-02;2.573E-02 -7.002E-03;2.128E-02 -7.304E-03;9.630E-03 -7.010E-03;1.079E-04 -3.601E-03;-6.212E-03 -1.637E-03;-7.308E-03 -2.064E-03;-7.123E-04 -5.146E-03;4.973E-03 -1.094E-02;1.610E-03 -1.324E-02;-4.764E-03 -5.441E-03;-6.490E-03 8.372E-03;-5.279E-03 1.651E-02;-5.011E-03 1.302E-02;-7.760E-03 4.015E-03;-1.404E-02 -1.940E-04;-1.837E-02 3.080E-03;-1.341E-02 8.843E-03;-8.371E-04 1.168E-02;1.018E-02 7.529E-03;1.230E-02 -2.701E-03;4.875E-03 -7.863E-03;-4.165E-03 9.114E-05;-4.933E-03 1.039E-02;1.559E-03 1.055E-02;7.103E-03 6.204E-03;9.429E-03 4.049E-03;7.815E-03 -2.570E-05;-9.263E-04 -1.536E-03;-9.342E-03 8.385E-03;-5.418E-03 1.702E-02;3.052E-03 1.002E-02;5.118E-04 2.773E-03;-7.045E-03 9.746E-03;-7.510E-03 1.484E-02;-6.709E-03 7.050E-03;-8.731E-03 1.108E-04;-4.394E-03 -1.968E-03;3.609E-03 -6.333E-03;2.707E-03 -2.915E-03;-1.972E-03 1.304E-02;-6.875E-04 1.775E-02;-1.704E-03 1.057E-03;-8.223E-03 -1.420E-02;-5.885E-03 -1.848E-02;6.236E-03 -2.364E-02;1.331E-02 -2.517E-02;1.603E-02 -1.595E-02;2.132E-02 -1.337E-02;1.834E-02 -2.286E-02;2.760E-03 -1.925E-02;-5.331E-03 1.702E-03;2.264E-03 1.136E-02;6.188E-03 1.930E-03;-2.736E-03 -6.719E-03;-1.011E-02 -8.376E-03
-3.312E-03 -4.781E-04;-2.391E-03 1.435E-02;6.682E-03 1.289E-02;3.547E-03 -6.412E-04;1.036E-03 -6.761E-03;1.344E-02 -1.331E-02;2.337E-02 -2.812E-02;2.123E-02 -3.230E-02;2.325E-02 -1.818E-02;3.074E-02 -6.763E-03;2.554E-02 -7.522E-03;8.037E-03 -6.828E-03;-4.959E-03 -6.412E-04;-8.402E-03 6.260E-04;-6.165E-03 -4.941E-03;-7.165E-05 -1.058E-02;4.566E-03 -1.365E-02;1.876E-03 -1.294E-02;-5.179E-03 -4.597E-03;-1.007E-02 1.025E-02;-1.031E-02 2.140E-02;-8.380E-03 1.957E-02;-1.212E-02 9.833E-03;-2.431E-02 7.588E-03;-3.140E-02 1.653E-02;-2.157E-02 2.247E-02;-5.107E-03 1.574E-02;4.329E-03 3.151E-03;8.569E-03 -6.624E-03;9.188E-03 -9.524E-03;2.422E-03 -6.080E-04;-3.079E-03 1.641E-02;3.402E-03 2.402E-02;1.182E-02 1.350E-02;9.062E-03 -2.816E-03;1.952E-03 -1.125E-02;6.032E-04 -9.828E-03;3.496E-03 -2.650E-03;8.704E-03 2.009E-03;1.446E-02 -2.049E-03;1.307E-02 -6.906E-03;4.076E-03 -2.246E-03;-2.515E-03 5.761E-03;-4.359E-03 7.561E-03;-5.909E-03 5.370E-03;-4.927E-03 4.746E-04;-1.560E-03 -7.673E-03;-2.995E-03 -7.577E-03;-6.201E-03 6.028E-03;-2.775E-03 1.370E-02;3.386E-04 3.215E-03;-4.502E-03 -9.239E-03;-6.601E-03 -1.251E-02;5.908E-04 -1.406E-02;6.416E-03 -1.270E-02;8.039E-03 -4.248E-03;1.214E-02 -3.071E-03;1.170E-02 -1.477E-02;1.885E-04 -1.718E-02;-6.590E-03 -2.059E-03;1.677E-03 7.879E-03;7.868E-03 2.375E-03;8.820E-05 -4.028E-03;-8.187E-03 -5.398E-03
-4.327E-03 -1.163E-03;-1.002E-03 1.083E-02;7.645E-03 8.838E-03;2.224E-03 -1.812E-03;-3.406E-03 -3.600E-03;6.638E-03 -6.868E-03;1.615E-02 -2.150E-02;1.456E-02 -2.729E-02;1.792E-02 -1.361E-02;2.787E-02 -2.513E-03;2.358E-02 -5.494E-03;3.981E-03 -6.183E-03;-9.568E-03 1.196E-03;-9.181E-03 2.265E-03;-3.698E-03 -6.129E-03;1.372E-03 -1.219E-02;4.436E-03 -1.212E-02;2.146E-03 -1.015E-02;-5.657E-03 -4.151E-03;-1.294E-02 9.370E-03;-1.280E-02 2.191E-02;-7.769E-03 2.088E-02;-1.171E-02 1.105E-02;-2.810E-02 1.160E-02;-3.658E-02 2.488E-02;-2.393E-02 2.942E-02;-7.377E-03 1.524E-02;-9.834E-04 -1.528E-03;5.451E-03 -9.039E-03;1.281E-02 -1.023E-02;7.275E-03 -7.711E-04;-1.555E-03 2.167E-02;5.919E-03 3.377E-02;1.536E-02 1.616E-02;6.110E-03 -1.081E-02;-4.399E-03 -1.969E-02;4.142E-03 -1.531E-02;1.726E-02 -1.259E-02;2.089E-02 -1.139E-02;2.316E-02 -1.120E-02;2.352E-02 -1.509E-02;1.252E-02 -1.510E-02;-1.925E-05 -3.643E-03;-1.236E-03 9.316E-03;1.831E-04 1.089E-02;-4.639E-03 2.039E-03;-9.355E-03 -8.253E-03;-1.064E-02 -1.085E-02;-1.029E-02 -2.624E-03;-4.825E-03 6.616E-03;2.695E-03 5.818E-03;1.095E-03 -4.801E-04;-6.881E-03 -2.528E-03;-8.854E-03 -1.543E-04;-5.699E-03 4.905E-03;-3.365E-03 1.103E-02;4.407E-04 8.822E-03;2.939E-03 -4.410E-03;-2.556E-03 -1.239E-02;-7.024E-03 -5.487E-03;4.643E-04 3.058E-03;8.637E-03 3.016E-03;4.496E-03 5.823E-04;-2.942E-03 -7.666E-04
-4.291E-03 -3.168E-03;-6.984E-04 3.899E-03;5.506E-03 4.022E-03;3.751E-04 -3.452E-04;-6.180E-03 1.641E-03;-1.648E-03 1.343E-03;3.487E-03 -9.565E-03;2.066E-03 -1.463E-02;6.810E-03 -3.862E-03;1.814E-02 3.819E-03;1.635E-02 -2.291E-03;-7.862E-04 -5.533E-03;-1.210E-02 1.449E-03;-8.400E-03 3.413E-03;-6.486E-04 -4.471E-03;3.263E-03 -9.225E-03;4.412E-03 -7.245E-03;1.988E-03 -6.358E-03;-5.940E-03 -4.675E-03;-1.365E-02 5.552E-03;-1.158E-02 1.745E-02;-3.205E-03 1.656E-02;-6.263E-03 7.553E-03;-2.391E-02 1.034E-02;-3.266E-02 2.501E-02;-2.036E-02 2.775E-02;-7.057E-03 1.103E-02;-4.167E-03 -4.879E-03;3.233E-03 -9.311E-03;1.397E-02 -9.555E-03;9.031E-03 -5.173E-04;-5.515E-04 2.351E-02;8.093E-03 3.606E-02;1.653E-02 1.385E-02;2.016E-03 -1.672E-02;-8.926E-03 -2.266E-02;8.129E-03 -1.628E-02;2.709E-02 -1.791E-02;2.736E-02 -1.876E-02;2.669E-02 -1.497E-02;2.850E-02 -1.967E-02;1.557E-02 -2.477E-02;-2.696E-04 -1.023E-02;2.468E-03 1.166E-02;7.734E-03 1.472E-02;-4.092E-03 2.479E-03;-1.738E-02 -7.400E-03;-1.746E-02 -1.182E-02;-1.299E-02 -1.075E-02;-6.400E-03 -1.155E-03;5.096E-03 8.824E-03;7.370E-03 9.581E-03;-7.122E-03 8.048E-03;-2.004E-02 1.385E-02;-1.928E-02 2.242E-02;-1.412E-02 2.471E-02;-9.933E-03 1.806E-02;-5.047E-03 5.178E-03;-4.200E-03 -6.116E-03;-6.518E-03 -7.923E-03;-1.612E-03 -1.903E-03;8.093E-03 4.054E-03;9.816E-03 5.870E-03;4.584E-03 3.515E-03
-3.374E-03 -5.925E-03;-1.820E-03 -4.123E-03;1.144E-03 2.325E-04;-1.007E-03 3.105E-03;-6.826E-03 6.967E-03;-9.981E-03 9.233E-03;-1.135E-02 5.004E-03;-1.230E-02 2.120E-03;-6.579E-03 7.601E-03;4.508E-03 9.866E-03;6.439E-03 9.320E-04;-4.315E-03 -5.248E-03;-1.183E-02 1.914E-04;-6.604E-03 4.482E-03;2.126E-03 2.597E-04;5.178E-03 -2.640E-03;4.204E-03 -1.103E-03;1.153E-03 -3.117E-03;-5.583E-03 -6.252E-03;-1.138E-02 -5.198E-04;-6.878E-03 8.968E-03;3.984E-03 8.115E-03;3.075E-03 6.019E-04;-1.265E-02 3.680E-03;-2.129E-02 1.643E-02;-1.247E-02 1.850E-02;-4.148E-03 5.173E-03;-4.461E-03 -5.830E-03;1.500E-03 -7.405E-03;1.157E-02 -7.388E-03;7.479E-03 -3.996E-04;-1.347E-04 1.988E-02;8.910E-03 2.964E-02;1.521E-02 8.335E-03;-1.068E-03 -1.785E-02;-1.035E-02 -1.927E-02;1.004E-02 -1.208E-02;2.923E-02 -1.615E-02;2.645E-02 -1.794E-02;2.409E-02 -1.305E-02;2.621E-02 -1.939E-02;1.259E-02 -2.781E-02;-2.344E-03 -1.211E-02;5.920E-03 1.318E-02;1.413E-02 1.551E-02;-3.334E-03 2.108E-03;-2.245E-02 -5.099E-03;-2.095E-02 -1.032E-02;-1.377E-02 -1.583E-02;-7.235E-03 -6.835E-03;7.095E-03 1.145E-02;1.251E-02 1.732E-02;-7.628E-03 1.536E-02;-2.959E-02 2.352E-02;-2.947E-02 3.429E-02;-2.034E-02 3.196E-02;-1.584E-02 2.148E-02;-9.849E-03 1.149E-02;-4.071E-03 3.361E-05;-5.477E-03 -8.926E-03;-4.455E-03 -5.635E-03;6.468E-03 5.394E-03;1.500E-02 9.979E-03;1.223E-02 5.479E-03
-2.091E-03 -8.467E-03;-4.066E-03 -1.055E-02;-3.793E-03 -1.410E-03;-1.266E-03 6.997E-03;-5.518E-03 1.043E-02;-1.646E-02 1.480E-02;-2.402E-02 1.837E-02;-2.406E-02 1.786E-02;-1.833E-02 1.696E-02;-9.028E-03 1.373E-02;-2.836E-03 3.233E-03;-5.304E-03 -5.515E-03;-9.212E-03 -1.972E-03;-4.685E-03 5.852E-03;3.979E-03 7.022E-03;6.681E-03 5.189E-03;3.547E-03 3.962E-03;-2.320E-04 -1.446E-03;-4.215E-03 -8.427E-03;-6.446E-03 -7.384E-03;-2.503E-04 -1.178E-03;1.166E-02 -1.651E-03;1.399E-02 -7.641E-03;2.445E-03 -6.835E-03;-6.389E-03 1.612E-03;-2.867E-03 5.209E-03;6.915E-04 2.656E-05;-2.207E-03 -4.252E-03;-4.361E-04 -3.873E-03;5.782E-03 -4.060E-03;3.514E-03 -1.136E-03;-3.342E-04 1.046E-02;7.840E-03 1.632E-02;1.240E-02 2.514E-03;-1.355E-03 -1.328E-02;-8.965E-03 -1.070E-02;7.631E-03 -3.329E-03;2.262E-02 -6.980E-03;1.907E-02 -9.783E-03;1.617E-02 -7.129E-03;1.706E-02 -1.410E-02;5.150E-03 -2.270E-02;-4.820E-03 -9.377E-03;7.785E-03 1.240E-02;1.710E-02 1.308E-02;-1.715E-03 1.488E-03;-2.188E-02 -2.114E-03;-1.999E-02 -6.738E-03;-1.292E-02 -1.569E-02;-7.197E-03 -8.392E-03;8.113E-03 1.220E-02;1.470E-02 1.937E-02;-8.230E-03 1.663E-02;-3.376E-02 2.568E-02;-3.218E-02 3.651E-02;-1.988E-02 3.015E-02;-1.579E-02 1.814E-02;-1.022E-02 1.311E-02;-2.361E-03 4.444E-03;-4.597E-03 -8.262E-03;-7.443E-03 -6.988E-03;4.499E-03 6.553E-03;1.870E-02 1.110E-02;1.739E-02 4.036E-03
-1.049E-03 -9.679E-03;-6.556E-03 -1.322E-02;-7.565E-03 -8.271E-04;-3.943E-04 9.539E-03;-2.833E-03 1.080E-02;-1.909E-02 1.657E-02;-3.056E-02 2.657E-02;-2.976E-02 2.771E-02;-2.526E-02 2.145E-02;-1.853E-02 1.453E-02;-8.557E-03 4.025E-03;-3.637E-03 -6.297E-03;-5.565E-03 -4.106E-03;-3.409E-03 7.552E-03;4.632E-03 1.370E-02;7.377E-03 1.140E-02;2.390E-03 6.285E-03;-1.656E-03 -1.528E-03;-1.843E-03 -1.040E-02;-3.212E-04 -1.311E-02;5.997E-03 -9.883E-03;1.758E-02 -9.581E-03;2.355E-02 -1.480E-02;1.676E-02 -1.829E-02;7.262E-03 -1.468E-02;5.693E-03 -7.445E-03;6.236E-03 -2.718E-03;1.347E-03 -9.504E-04;-2.956E-03 2.901E-04;-1.869E-03 -3.565E-04;-1.324E-03 -3.125E-03;-1.145E-03 -2.791E-03;5.131E-03 4.185E-04;9.617E-03 -9.512E-04;1.637E-03 -4.340E-03;-6.326E-03 2.651E-04;2.541E-04 8.074E-03;9.422E-03 7.301E-03;8.233E-03 2.199E-03;5.182E-03 3.074E-05;3.664E-03 -4.896E-03;-3.716E-03 -1.058E-02;-6.548E-03 -3.879E-03;6.812E-03 8.671E-03;1.570E-02 8.464E-03;1.701E-03 1.031E-03;-1.481E-02 2.999E-04;-1.529E-02 -1.803E-03;-1.122E-02 -9.368E-03;-6.270E-03 -5.441E-03;7.613E-03 9.560E-03;1.285E-02 1.411E-02;-8.217E-03 1.125E-02;-2.998E-02 1.946E-02;-2.588E-02 2.805E-02;-1.317E-02 1.986E-02;-1.028E-02 9.426E-03;-6.378E-03 9.870E-03;-8.682E-06 5.984E-03;-4.474E-03 -5.886E-03;-9.542E-03 -5.446E-03;3.011E-03 6.798E-03;1.952E-02 8.264E-03;1.803E-02 -5.508E-04
-6.557E-04 -8.698E-03;-8.195E-03 -1.127E-02;-9.032E-03 1.112E-03;1.017E-03 9.442E-03;5.888E-04 7.988E-03;-1.641E-02 1.389E-02;-2.871E-02 2.671E-02;-2.811E-02 2.868E-02;-2.576E-02 2.031E-02;-2.130E-02 1.254E-02;-9.214E-03 3.097E-03;-3.646E-04 -7.345E-03;-2.434E-03 -5.294E-03;-3.068E-03 9.114E-03;4.148E-03 1.782E-02;6.995E-03 1.377E-02;9.986E-04 5.450E-03;-2.427E-03 -2.816E-03;9.859E-04 -1.130E-02;4.844E-03 -1.580E-02;9.701E-03 -1.429E-02;2.009E-02 -1.327E-02;2.894E-02 -1.894E-02;2.578E-02 -2.715E-02;1.560E-02 -2.700E-02;1.110E-02 -1.535E-02;1.096E-02 -2.549E-03;4.639E-03 2.697E-03;-5.752E-03 3.882E-03;-9.027E-03 2.714E-03;-5.480E-03 -6.010E-03;-2.454E-03 -1.597E-02;1.736E-03 -1.287E-02;8.150E-03 -8.557E-04;6.770E-03 5.770E-03;-4.348E-03 1.014E-02;-1.049E-02 1.926E-02;-5.811E-03 2.240E-02;-2.244E-03 1.334E-02;-5.796E-03 5.704E-03;-9.969E-03 5.968E-03;-1.080E-02 4.873E-03;-7.111E-03 1.681E-03;2.606E-03 2.636E-03;1.079E-02 3.455E-03;7.335E-03 7.386E-04;-2.872E-03 9.672E-04;-8.958E-03 3.616E-03;-9.541E-03 2.139E-03;-4.564E-03 5.810E-04;5.390E-03 2.905E-03;7.221E-03 2.589E-03;-6.696E-03 1.027E-03;-1.816E-02 6.659E-03;-1.236E-02 1.141E-02;-2.876E-03 4.641E-03;-1.362E-03 -1.598E-03;1.941E-04 2.801E-03;1.754E-03 4.410E-03;-5.267E-03 -2.006E-03;-9.732E-03 -1.379E-03;2.478E-03 5.513E-03;1.663E-02 1.839E-03;1.356E-02 -6.804E-03
