1.205E-03 -3.854E-03;3.106E-03 -2.548E-04;3.735E-03 2.683E-03;1.506E-03 2.147E-03;-2.555E-03 7.122E-05;-4.168E-03 -6.603E-04;-1.455E-03 -7.536E-04;1.430E-03 -1.878E-03;1.279E-04 -2.241E-03;-2.984E-03 6.714E-04;-2.373E-03 4.790E-03;2.004E-03 5.815E-03;4.972E-03 3.905E-03;4.198E-03 3.097E-03;2.527E-03 4.409E-03;2.122E-03 4.491E-03;1.576E-03 1.604E-03;1.667E-05 -1.618E-03;-5.592E-04 -2.467E-03;1.020E-03 -1.394E-03;2.568E-03 1.984E-04;1.757E-03 1.954E-03;-6.030E-04 3.103E-03;-2.067E-03 2.083E-03;-1.502E-03 -8.388E-04;4.895E-04 -2.903E-03;2.424E-03 -2.156E-03;2.625E-03 2.472E-04;6.199E-04 1.738E-03;-1.901E-03 7.651E-04;-2.931E-03 -2.636E-03;-2.685E-03 -6.804E-03;-2.628E-03 -8.801E-03;-2.700E-03 -6.754E-03;-1.828E-03 -2.207E-03;-6.854E-04 1.386E-03;-1.176E-03 2.416E-03;-3.106E-03 1.854E-03;-3.992E-03 8.301E-04;-2.558E-03 -3.117E-04;-1.544E-04 -8.512E-04;1.659E-03 5.724E-06;2.747E-03 1.476E-03;3.192E-03 1.855E-03;2.586E-03 8.925E-04;1.197E-03 -3.475E-04;8.746E-05 -1.735E-03;-4.597E-04 -3.891E-03;-1.112E-03 -5.806E-03;-1.806E-03 -5.248E-03;-1.565E-03 -2.190E-03;-3.901E-04 4.854E-04;3.245E-04 6.500E-04;-1.687E-04 -5.647E-04;-9.066E-04 -9.903E-04;-7.624E-04 -4.594E-04;1.213E-04 -2.593E-04;9.477E-04 -7.059E-04;1.255E-03 -8.352E-04;7.949E-04 -2.066E-04;-6.497E-04 2.535E-04;-2.692E-03 -3.489E-04;-4.149E-03 -1.162E-03;-3.946E-03 -5.078E-05
-7.689E-03 4.859E-03;-7.360E-03 5.162E-03;-5.467E-03 4.832E-03;-3.098E-03 4.155E-03;-8.818E-04 3.571E-03;9.992E-04 3.212E-03;2.264E-03 2.829E-03;2.450E-03 2.293E-03;1.610E-03 1.917E-03;7.642E-04 1.826E-03;9.317E-04 1.237E-03;1.750E-03 -7.262E-04;1.915E-03 -3.376E-03;1.067E-03 -4.680E-03;1.492E-04 -3.584E-03;-3.942E-04 -1.163E-03;-1.368E-03 9.519E-04;-3.098E-03 2.102E-03;-4.273E-03 2.079E-03;-3.532E-03 6.012E-04;-1.233E-03 -1.624E-03;1.156E-03 -2.608E-03;2.442E-03 -1.198E-03;1.872E-03 1.265E-03;-6.501E-04 2.393E-03;-3.579E-03 1.221E-03;-4.330E-03 -1.298E-03;-2.115E-03 -3.260E-03;8.298E-04 -2.822E-03;1.781E-03 4.006E-04;3.759E-04 4.326E-03;-1.628E-03 6.092E-03;-2.159E-03 5.206E-03;7.906E-05 3.512E-03;4.670E-03 1.905E-03;8.966E-03 -6.363E-04;1.019E-02 -4.110E-03;8.678E-03 -6.264E-03;7.107E-03 -5.679E-03;6.262E-03 -3.796E-03;4.131E-03 -2.461E-03;1.037E-04 -1.650E-03;-3.018E-03 -1.053E-03;-2.935E-03 -1.433E-03;-1.059E-03 -2.572E-03;1.829E-04 -2.246E-03;7.031E-04 4.913E-04;1.186E-03 3.035E-03;6.576E-04 2.564E-03;-1.576E-03 -4.418E-05;-3.505E-03 -1.873E-03;-2.923E-03 -1.959E-03;-1.130E-03 -1.292E-03;-1.327E-03 -2.482E-04;-4.084E-03 1.486E-03;-6.811E-03 3.257E-03;-7.242E-03 3.890E-03;-5.425E-03 3.324E-03;-2.672E-03 2.341E-03;-2.784E-04 1.411E-03;9.652E-04 9.493E-04;1.247E-03 1.573E-03;1.435E-03 2.799E-03;1.718E-03 2.819E-03
-9.783E-03 6.522E-03;-9.913E-03 7.129E-03;-8.171E-03 6.678E-03;-5.373E-03 5.312E-03;-2.383E-03 3.717E-03;2.508E-04 2.676E-03;2.120E-03 2.311E-03;2.713E-03 2.189E-03;1.905E-03 2.111E-03;6.048E-04 2.131E-03;9.652E-05 1.767E-03;5.525E-04 2.412E-04;1.012E-03 -2.086E-03;9.789E-04 -3.530E-03;9.734E-04 -2.919E-03;1.228E-03 -8.748E-04;1.112E-03 1.075E-03;4.358E-04 1.758E-03;1.369E-04 5.471E-04;9.642E-04 -2.351E-03;2.445E-03 -5.217E-03;3.640E-03 -5.760E-03;3.885E-03 -3.549E-03;2.557E-03 -6.253E-04;-4.439E-04 7.865E-04;-3.535E-03 2.046E-04;-4.367E-03 -1.497E-03;-2.597E-03 -2.937E-03;-3.871E-04 -2.565E-03;3.476E-04 1.037E-04;-2.238E-04 3.265E-03;-9.846E-04 4.551E-03;-1.070E-03 4.106E-03;3.289E-04 3.886E-03;3.325E-03 3.902E-03;6.117E-03 1.980E-03;6.581E-03 -2.112E-03;5.420E-03 -5.260E-03;5.228E-03 -5.059E-03;6.032E-03 -2.716E-03;4.878E-03 -5.740E-04;8.632E-04 7.056E-04;-2.680E-03 1.081E-03;-2.798E-03 -4.120E-05;-7.866E-04 -1.972E-03;5.975E-04 -2.135E-03;1.110E-03 4.768E-04;1.761E-03 3.101E-03;1.877E-03 2.598E-03;2.771E-04 -4.882E-04;-2.067E-03 -3.135E-03;-3.157E-03 -3.663E-03;-2.988E-03 -2.545E-03;-3.395E-03 -7.083E-04;-5.353E-03 1.166E-03;-7.860E-03 2.505E-03;-9.012E-03 3.279E-03;-7.437E-03 3.838E-03;-3.542E-03 3.779E-03;1.380E-04 2.378E-03;1.142E-03 5.598E-04;5.418E-05 3.899E-04;-3.295E-04 1.826E-03;9.184E-04 2.280E-03
-9.506E-03 6.241E-03;-9.990E-03 7.237E-03;-8.976E-03 7.029E-03;-6.612E-03 5.510E-03;-3.577E-03 3.261E-03;-7.130E-04 1.517E-03;1.380E-03 1.011E-03;2.277E-03 1.349E-03;1.833E-03 1.789E-03;6.037E-04 1.983E-03;-4.062E-04 1.724E-03;-7.034E-04 7.535E-04;-4.891E-04 -6.598E-04;9.804E-05 -1.603E-03;1.110E-03 -1.397E-03;2.173E-03 -1.973E-04;2.770E-03 1.244E-03;3.224E-03 1.742E-03;4.289E-03 3.167E-05;5.714E-03 -3.756E-03;6.409E-03 -7.167E-03;5.998E-03 -7.509E-03;4.885E-03 -4.963E-03;2.974E-03 -2.220E-03;4.785E-05 -1.114E-03;-2.658E-03 -1.238E-03;-3.294E-03 -1.668E-03;-2.063E-03 -1.975E-03;-1.069E-03 -1.484E-03;-1.246E-03 2.603E-04;-1.423E-03 2.064E-03;-7.150E-04 2.312E-03;3.329E-04 1.751E-03;1.298E-03 2.528E-03;2.325E-03 4.228E-03;2.745E-03 3.806E-03;1.690E-03 3.070E-04;4.241E-04 -3.223E-03;1.264E-03 -3.745E-03;3.588E-03 -1.658E-03;3.925E-03 9.123E-04;1.065E-03 2.761E-03;-1.895E-03 3.231E-03;-2.047E-03 1.740E-03;-3.963E-04 -6.569E-04;6.499E-04 -1.326E-03;9.425E-04 6.193E-04;1.588E-03 2.729E-03;2.263E-03 2.325E-03;1.768E-03 -3.211E-04;9.401E-05 -3.010E-03;-1.770E-03 -4.185E-03;-3.267E-03 -3.496E-03;-4.450E-03 -1.436E-03;-5.570E-03 6.183E-04;-6.946E-03 1.450E-03;-8.155E-03 1.648E-03;-7.451E-03 2.605E-03;-3.836E-03 3.734E-03;3.774E-04 2.993E-03;1.544E-03 5.604E-04;-4.141E-04 -7.815E-04;-1.780E-03 1.010E-04;-4.433E-04 9.260E-04
-7.016E-03 4.387E-03;-7.332E-03 5.702E-03;-7.209E-03 5.904E-03;-6.023E-03 4.690E-03;-3.788E-03 2.315E-03;-1.348E-03 6.917E-05;4.513E-04 -7.552E-04;1.277E-03 -1.183E-04;1.220E-03 9.494E-04;5.720E-04 1.464E-03;-3.885E-04 1.173E-03;-1.425E-03 5.349E-04;-1.996E-03 2.229E-04;-1.347E-03 4.099E-04;4.708E-04 6.788E-04;2.262E-03 8.815E-04;3.284E-03 1.367E-03;4.494E-03 1.677E-03;6.894E-03 1.533E-04;9.326E-03 -3.656E-03;9.661E-03 -7.166E-03;7.710E-03 -7.396E-03;5.105E-03 -4.888E-03;2.709E-03 -2.825E-03;3.166E-04 -2.612E-03;-1.456E-03 -2.753E-03;-1.516E-03 -1.960E-03;-6.278E-04 -7.623E-04;-8.608E-04 2.079E-04;-2.310E-03 1.031E-03;-2.734E-03 1.237E-03;-9.781E-04 1.915E-04;1.462E-03 -8.884E-04;2.711E-03 1.296E-04;2.243E-03 2.761E-03;1.476E-04 3.861E-03;-2.926E-03 1.918E-03;-4.823E-03 -9.243E-04;-3.513E-03 -1.944E-03;-2.629E-04 -7.448E-04;1.348E-03 1.567E-03;1.766E-04 3.831E-03;-1.242E-03 4.696E-03;-8.458E-04 3.276E-03;3.040E-04 8.483E-04;5.690E-04 -3.826E-05;3.653E-04 1.119E-03;8.152E-04 2.196E-03;1.728E-03 1.573E-03;2.211E-03 -1.532E-04;1.826E-03 -1.882E-03;3.755E-04 -3.182E-03;-2.001E-03 -3.392E-03;-4.136E-03 -1.914E-03;-4.877E-03 1.061E-04;-4.831E-03 7.028E-04;-5.199E-03 1.449E-04;-5.121E-03 5.928E-04;-2.798E-03 2.251E-03;6.888E-04 2.662E-03;1.831E-03 7.336E-04;-2.634E-04 -1.348E-03;-2.289E-03 -1.583E-03;-1.535E-03 -9.579E-04
-3.157E-03 1.720E-03;-2.614E-03 3.176E-03;-3.033E-03 3.750E-03;-3.316E-03 3.064E-03;-2.566E-03 1.062E-03;-1.192E-03 -1.273E-03;-1.844E-04 -2.447E-03;9.747E-05 -1.827E-03;1.178E-04 -2.616E-04;2.442E-04 7.068E-04;-1.758E-05 3.823E-04;-1.290E-03 -2.761E-04;-2.814E-03 2.097E-04;-2.764E-03 1.760E-03;-6.994E-04 2.696E-03;1.581E-03 2.204E-03;2.758E-03 1.470E-03;4.145E-03 1.293E-03;7.300E-03 2.657E-04;1.069E-02 -2.725E-03;1.116E-02 -5.632E-03;8.237E-03 -5.596E-03;4.393E-03 -3.315E-03;1.604E-03 -2.153E-03;-3.411E-05 -3.134E-03;-5.249E-04 -3.807E-03;3.143E-04 -2.294E-03;1.186E-03 2.970E-04;1.156E-04 2.029E-03;-2.426E-03 2.249E-03;-3.506E-03 1.020E-03;-1.513E-03 -1.225E-03;1.884E-03 -2.882E-03;3.887E-03 -2.190E-03;2.941E-03 3.038E-04;-9.079E-04 2.095E-03;-5.879E-03 1.889E-03;-8.746E-03 7.243E-04;-7.543E-03 -3.600E-05;-4.121E-03 1.064E-04;-1.965E-03 1.420E-03;-1.714E-03 3.611E-03;-1.205E-03 4.953E-03;3.640E-04 3.986E-03;1.296E-03 1.941E-03;6.296E-04 1.244E-03;-3.035E-04 1.897E-03;-2.198E-04 1.827E-03;5.869E-04 5.360E-04;1.527E-03 -4.305E-04;2.327E-03 -5.957E-04;2.085E-03 -1.111E-03;1.673E-05 -1.960E-03;-2.582E-03 -1.625E-03;-3.404E-03 -1.404E-04;-2.367E-03 4.521E-04;-1.441E-03 -4.684E-04;-1.194E-03 -9.468E-04;-2.335E-04 1.848E-04;1.508E-03 1.289E-03;1.889E-03 5.907E-04;3.187E-05 -1.230E-03;-1.883E-03 -2.464E-03;-1.728E-03 -2.677E-03
9.096E-04 -8.450E-04;2.776E-03 4.890E-04;2.486E-03 1.274E-03;1.048E-03 1.073E-03;8.287E-05 -2.749E-04;-4.854E-05 -2.215E-03;-1.833E-04 -3.528E-03;-8.007E-04 -3.198E-03;-1.160E-03 -1.511E-03;-4.989E-04 -1.312E-04;3.033E-04 -3.601E-04;-4.518E-04 -1.248E-03;-2.527E-03 -5.457E-04;-3.437E-03 2.024E-03;-1.850E-03 3.954E-03;4.516E-04 3.379E-03;1.567E-03 1.602E-03;2.661E-03 6.084E-04;5.726E-03 -1.097E-04;9.442E-03 -1.876E-03;1.025E-02 -3.516E-03;7.139E-03 -2.854E-03;2.762E-03 -7.714E-04;-1.757E-04 -4.501E-04;-1.075E-03 -2.518E-03;-2.752E-04 -3.952E-03;1.570E-03 -2.385E-03;2.693E-03 9.921E-04;1.334E-03 3.437E-03;-1.673E-03 3.481E-03;-3.295E-03 1.320E-03;-1.781E-03 -1.731E-03;1.612E-03 -3.707E-03;4.182E-03 -3.466E-03;3.698E-03 -1.910E-03;-5.170E-04 -6.105E-04;-6.485E-03 2.304E-04;-1.022E-02 1.084E-03;-9.524E-03 1.466E-03;-6.582E-03 9.794E-04;-4.714E-03 9.020E-04;-3.861E-03 2.355E-03;-1.830E-03 3.901E-03;1.111E-03 3.550E-03;2.291E-03 2.170E-03;9.561E-04 1.996E-03;-7.266E-04 2.615E-03;-1.120E-03 1.757E-03;-6.594E-04 -3.789E-04;1.704E-04 -1.146E-03;1.520E-03 1.036E-04;2.511E-03 1.035E-03;1.657E-03 3.561E-04;-4.681E-04 -3.815E-04;-1.394E-03 7.595E-05;-1.247E-04 5.716E-04;1.779E-03 -1.426E-04;2.835E-03 -1.234E-03;3.176E-03 -1.314E-03;3.030E-03 -5.555E-04;1.918E-03 -1.730E-04;8.045E-05 -8.427E-04;-1.118E-03 -2.280E-03;-1.010E-03 -3.499E-03
4.151E-03 -2.496E-03;7.274E-03 -1.611E-03;7.695E-03 -8.231E-04;5.885E-03 -7.496E-04;3.587E-03 -1.457E-03;1.903E-03 -2.650E-03;5.113E-04 -3.696E-03;-1.105E-03 -3.690E-03;-2.174E-03 -2.328E-03;-1.495E-03 -8.443E-04;2.191E-04 -8.763E-04;5.483E-04 -1.930E-03;-1.265E-03 -1.497E-03;-2.911E-03 1.330E-03;-2.323E-03 4.016E-03;-6.253E-04 3.890E-03;1.844E-04 1.688E-03;7.872E-04 -1.277E-04;3.078E-03 -9.978E-04;6.190E-03 -1.760E-03;6.975E-03 -1.869E-03;4.292E-03 -2.156E-04;3.438E-04 1.880E-03;-2.231E-03 1.622E-03;-2.500E-03 -1.095E-03;-7.463E-04 -3.090E-03;1.899E-03 -1.932E-03;3.347E-03 1.385E-03;2.146E-03 4.072E-03;-5.664E-04 4.212E-03;-2.146E-03 1.783E-03;-1.321E-03 -1.485E-03;1.091E-03 -3.359E-03;3.413E-03 -3.310E-03;3.693E-03 -2.878E-03;4.801E-04 -2.939E-03;-5.034E-03 -2.191E-03;-8.940E-03 1.535E-04;-8.835E-03 2.122E-03;-6.776E-03 1.785E-03;-5.791E-03 5.279E-04;-5.228E-03 7.683E-04;-2.636E-03 1.969E-03;1.207E-03 2.049E-03;2.880E-03 1.395E-03;1.412E-03 1.893E-03;-7.145E-04 2.870E-03;-1.562E-03 1.845E-03;-1.561E-03 -8.475E-04;-1.207E-03 -1.902E-03;-2.498E-05 1.029E-06;1.584E-03 2.321E-03;2.097E-03 2.589E-03;1.248E-03 1.468E-03;6.794E-04 8.100E-04;1.664E-03 8.612E-04;3.695E-03 6.231E-04;5.514E-03 -3.584E-04;6.114E-03 -1.521E-03;4.866E-03 -1.957E-03;2.182E-03 -1.358E-03;-1.264E-04 -6.993E-04;-5.910E-04 -1.394E-03;6.011E-05 -3.117E-03
5.974E-03 -2.754E-03;9.718E-03 -2.644E-03;1.096E-02 -2.079E-03;9.631E-03 -1.971E-03;6.894E-03 -2.267E-03;4.114E-03 -2.637E-03;1.645E-03 -3.008E-03;-7.986E-04 -3.058E-03;-2.590E-03 -2.276E-03;-2.358E-03 -1.163E-03;-3.223E-04 -1.104E-03;1.108E-03 -2.094E-03;3.275E-04 -2.039E-03;-1.284E-03 2.886E-04;-1.675E-03 2.979E-03;-1.107E-03 3.365E-03;-9.370E-04 1.479E-03;-8.138E-04 -6.739E-04;4.775E-04 -2.003E-03;2.215E-03 -2.429E-03;2.257E-03 -1.354E-03;9.182E-05 1.384E-03;-2.606E-03 3.748E-03;-4.116E-03 3.268E-03;-3.767E-03 4.662E-04;-1.587E-03 -1.559E-03;1.364E-03 -8.454E-04;2.965E-03 1.709E-03;2.112E-03 3.913E-03;2.397E-04 4.088E-03;-5.777E-04 1.961E-03;-8.273E-05 -8.826E-04;8.850E-04 -2.226E-03;1.981E-03 -1.978E-03;2.543E-03 -2.303E-03;1.017E-03 -3.854E-03;-2.627E-03 -4.108E-03;-5.586E-03 -1.379E-03;-5.716E-03 1.841E-03;-4.641E-03 2.266E-03;-4.772E-03 5.598E-04;-5.046E-03 -3.594E-04;-2.890E-03 -2.315E-05;8.920E-04 -3.539E-06;2.805E-03 -1.581E-04;1.667E-03 9.371E-04;-3.390E-04 2.427E-03;-1.407E-03 1.792E-03;-1.861E-03 -8.393E-04;-2.091E-03 -2.240E-03;-1.503E-03 -5.472E-04;-4.768E-05 2.387E-03;1.261E-03 3.793E-03;1.845E-03 3.141E-03;2.183E-03 1.836E-03;2.904E-03 1.187E-03;4.283E-03 1.235E-03;6.157E-03 9.132E-04;7.340E-03 -5.728E-04;6.116E-03 -2.269E-03;2.642E-03 -2.358E-03;-2.999E-04 -9.778E-04;-5.031E-04 -4.783E-04;7.908E-04 -1.854E-03
6.313E-03 -1.638E-03;9.721E-03 -2.487E-03;1.131E-02 -2.374E-03;1.092E-02 -2.422E-03;8.787E-03 -2.584E-03;5.800E-03 -2.322E-03;2.743E-03 -1.818E-03;-1.567E-04 -1.496E-03;-2.360E-03 -1.189E-03;-2.703E-03 -8.283E-04;-1.022E-03 -1.017E-03;9.335E-04 -1.794E-03;1.443E-03 -1.858E-03;7.654E-04 -3.659E-04;2.813E-05 1.458E-03;-6.324E-04 1.849E-03;-1.436E-03 6.958E-04;-1.753E-03 -1.008E-03;-1.239E-03 -2.619E-03;-1.087E-03 -3.364E-03;-2.449E-03 -1.937E-03;-4.509E-03 1.507E-03;-5.649E-03 4.237E-03;-5.486E-03 3.867E-03;-4.365E-03 1.475E-03;-2.230E-03 1.720E-05;3.955E-04 6.303E-04;1.786E-03 2.165E-03;1.201E-03 3.243E-03;3.130E-04 3.097E-03;7.042E-04 1.530E-03;1.496E-03 -3.795E-04;1.276E-03 -8.611E-04;6.124E-04 -1.258E-04;5.621E-04 -6.333E-04;4.366E-04 -3.103E-03;-6.201E-04 -4.538E-03;-1.525E-03 -2.472E-03;-1.187E-03 1.007E-03;-8.828E-04 2.197E-03;-2.054E-03 8.578E-04;-3.230E-03 -5.878E-04;-2.067E-03 -1.235E-03;6.877E-04 -1.829E-03;2.149E-03 -1.959E-03;1.421E-03 -5.487E-04;9.465E-05 1.353E-03;-7.646E-04 1.365E-03;-1.537E-03 -5.993E-04;-2.289E-03 -1.972E-03;-2.329E-03 -9.477E-04;-1.479E-03 1.588E-03;-2.022E-04 3.585E-03;1.244E-03 3.844E-03;2.626E-03 2.655E-03;3.468E-03 1.447E-03;3.977E-03 1.380E-03;5.075E-03 1.722E-03;6.402E-03 6.929E-04;5.889E-03 -1.560E-03;2.837E-03 -2.617E-03;-2.127E-04 -1.400E-03;-5.914E-04 -1.992E-05;8.700E-04 -4.491E-04
5.521E-03 3.047E-04;7.689E-03 -1.363E-03;8.771E-03 -1.889E-03;9.154E-03 -2.230E-03;8.343E-03 -2.446E-03;6.175E-03 -1.862E-03;3.276E-03 -5.913E-04;4.006E-04 4.365E-04;-1.740E-03 6.821E-04;-2.386E-03 2.544E-04;-1.427E-03 -5.693E-04;2.155E-04 -1.243E-03;1.566E-03 -1.067E-03;2.311E-03 -1.961E-04;2.156E-03 2.743E-04;7.517E-04 -1.185E-04;-1.125E-03 -7.167E-04;-1.925E-03 -1.333E-03;-1.783E-03 -2.591E-03;-2.798E-03 -3.842E-03;-5.713E-03 -2.946E-03;-8.232E-03 4.104E-04;-8.135E-03 3.278E-03;-6.132E-03 3.196E-03;-4.043E-03 1.517E-03;-2.186E-03 1.027E-03;-4.106E-04 2.000E-03;3.503E-04 2.735E-03;-2.119E-04 2.456E-03;-3.423E-04 1.580E-03;1.199E-03 4.584E-04;2.727E-03 -3.109E-04;2.059E-03 2.378E-04;-1.035E-04 1.548E-03;-1.426E-03 1.276E-03;-1.138E-03 -1.261E-03;5.323E-05 -3.294E-03;1.728E-03 -2.308E-03;3.303E-03 3.221E-04;3.314E-03 1.609E-03;1.379E-03 1.029E-03;-4.293E-04 -5.167E-05;-2.174E-04 -1.235E-03;1.033E-03 -2.699E-03;1.308E-03 -3.338E-03;6.298E-04 -2.043E-03;2.275E-04 -1.603E-05;3.704E-05 5.615E-04;-7.818E-04 -4.434E-04;-1.904E-03 -1.276E-03;-2.360E-03 -8.068E-04;-2.083E-03 6.676E-04;-1.375E-03 2.336E-03;3.269E-05 3.251E-03;1.979E-03 2.733E-03;3.224E-03 1.476E-03;3.239E-03 1.089E-03;3.218E-03 1.659E-03;3.892E-03 1.346E-03;3.928E-03 -5.533E-04;2.175E-03 -2.073E-03;1.412E-05 -1.512E-03;-4.567E-04 -2.629E-05;5.381E-04 4.355E-04
4.171E-03 2.159E-03;4.546E-03 2.127E-04;4.307E-03 -9.761E-04;4.801E-03 -1.715E-03;5.372E-03 -2.054E-03;4.769E-03 -1.394E-03;2.837E-03 3.105E-04;5.014E-04 2.066E-03;-1.137E-03 2.715E-03;-1.592E-03 1.868E-03;-1.228E-03 2.607E-04;-5.170E-04 -6.284E-04;7.652E-04 -7.034E-05;2.673E-03 7.058E-04;3.777E-03 -9.488E-06;2.515E-03 -1.736E-03;-9.606E-05 -2.421E-03;-1.420E-03 -1.871E-03;-1.362E-03 -2.071E-03;-2.796E-03 -3.412E-03;-6.734E-03 -3.476E-03;-9.954E-03 -1.069E-03;-9.315E-03 1.380E-03;-5.918E-03 1.502E-03;-2.885E-03 6.009E-04;-1.298E-03 1.155E-03;-5.843E-04 2.766E-03;-7.365E-04 3.175E-03;-1.537E-03 1.821E-03;-1.319E-03 6.473E-05;8.690E-04 -9.482E-04;3.070E-03 -7.564E-04;2.677E-03 7.679E-04;-7.100E-05 2.569E-03;-2.594E-03 2.642E-03;-2.906E-03 6.789E-04;-6.738E-04 -1.035E-03;3.161E-03 -7.660E-04;6.377E-03 4.070E-04;6.680E-03 8.459E-04;4.378E-03 7.525E-04;2.307E-03 6.650E-04;2.010E-03 -2.411E-04;1.955E-03 -2.304E-03;7.279E-04 -3.741E-03;-4.373E-04 -3.002E-03;-1.218E-04 -1.219E-03;6.004E-04 -3.832E-04;7.175E-05 -5.381E-04;-1.212E-03 -5.393E-04;-1.832E-03 -1.632E-04;-1.782E-03 2.471E-04;-1.637E-03 8.895E-04;-9.277E-04 1.718E-03;7.403E-04 1.848E-03;2.225E-03 1.067E-03;2.311E-03 5.556E-04;1.534E-03 9.109E-04;1.065E-03 9.818E-04;8.880E-04 -9.161E-05;4.365E-04 -1.227E-03;-2.485E-05 -1.110E-03;3.102E-05 -1.411E-04;3.167E-04 6.083E-04
2.859E-03 2.993E-03;1.319E-03 1.569E-03;-6.112E-04 -2.625E-05;-7.670E-04 -1.209E-03;6.082E-04 -1.674E-03;1.689E-03 -1.034E-03;1.301E-03 7.399E-04;-2.774E-05 2.913E-03;-8.815E-04 4.176E-03;-7.230E-04 3.482E-03;-4.708E-04 1.357E-03;-7.500E-04 -1.214E-05;-3.726E-04 7.232E-04;1.807E-03 1.822E-03;4.142E-03 5.999E-04;3.828E-03 -2.368E-03;1.226E-03 -3.778E-03;-4.655E-04 -2.599E-03;-4.246E-04 -1.475E-03;-1.638E-03 -2.180E-03;-5.646E-03 -2.928E-03;-9.209E-03 -1.929E-03;-8.619E-03 -5.541E-04;-4.728E-03 -5.878E-04;-1.195E-03 -8.832E-04;1.859E-04 5.022E-04;-1.411E-05 2.692E-03;-1.074E-03 3.165E-03;-2.245E-03 1.359E-03;-2.049E-03 -1.004E-03;1.140E-04 -2.184E-03;2.448E-03 -1.502E-03;2.592E-03 6.832E-04;3.066E-04 2.787E-03;-2.600E-03 3.077E-03;-3.910E-03 1.869E-03;-2.048E-03 1.159E-03;2.686E-03 1.504E-03;7.249E-03 1.394E-03;8.261E-03 3.625E-04;6.036E-03 3.644E-05;4.021E-03 9.328E-04;3.711E-03 1.006E-03;3.006E-03 -9.483E-04;5.962E-04 -2.998E-03;-1.357E-03 -3.047E-03;-8.316E-04 -1.848E-03;6.619E-04 -1.130E-03;6.642E-04 -8.173E-04;-5.293E-04 -8.200E-05;-1.126E-03 6.084E-04;-9.536E-04 4.689E-04;-9.740E-04 2.056E-05;-1.043E-03 7.368E-05;-3.331E-04 2.997E-04;8.342E-04 1.378E-04;1.267E-03 -8.002E-05;4.979E-04 -8.991E-06;-8.996E-04 -8.578E-05;-1.983E-03 -5.327E-04;-1.913E-03 -7.577E-04;-6.419E-04 -4.455E-04;6.034E-04 -3.439E-05;5.380E-04 3.635E-04
2.043E-03 2.290E-03;-1.193E-03 2.080E-03;-4.607E-03 6.133E-04;-5.809E-03 -9.059E-04;-4.490E-03 -1.496E-03;-2.294E-03 -8.556E-04;-1.073E-03 7.582E-04;-1.106E-03 2.874E-03;-1.067E-03 4.556E-03;-1.500E-04 4.443E-03;4.848E-04 2.393E-03;-3.159E-04 6.059E-04;-1.123E-03 1.143E-03;3.205E-04 2.563E-03;3.121E-03 1.559E-03;3.979E-03 -1.919E-03;2.191E-03 -4.185E-03;5.937E-04 -3.171E-03;5.989E-04 -1.138E-03;-1.556E-04 -7.244E-04;-3.360E-03 -1.371E-03;-6.440E-03 -1.532E-03;-5.992E-03 -1.600E-03;-2.520E-03 -2.280E-03;6.964E-04 -2.343E-03;1.754E-03 -5.151E-04;9.985E-04 1.912E-03;-6.404E-04 2.541E-03;-2.092E-03 8.986E-04;-2.101E-03 -1.461E-03;-4.907E-04 -2.793E-03;1.265E-03 -2.137E-03;1.657E-03 1.852E-04;4.529E-04 2.326E-03;-1.741E-03 2.643E-03;-3.622E-03 1.991E-03;-3.004E-03 2.397E-03;1.105E-03 3.462E-03;6.030E-03 2.805E-03;7.722E-03 3.992E-04;5.943E-03 -7.912E-04;4.225E-03 4.868E-04;4.202E-03 1.680E-03;3.541E-03 5.728E-04;7.195E-04 -1.450E-03;-1.831E-03 -2.131E-03;-1.555E-03 -1.691E-03;2.389E-04 -1.410E-03;7.592E-04 -1.071E-03;-1.139E-04 1.728E-05;-5.594E-04 1.101E-03;-1.131E-04 1.014E-03;1.232E-04 -3.609E-06;-3.122E-04 -8.924E-04;-6.851E-04 -1.218E-03;-3.904E-04 -1.107E-03;2.032E-04 -7.682E-04;5.909E-05 -6.712E-04;-1.499E-03 -1.137E-03;-3.553E-03 -1.522E-03;-3.897E-03 -9.853E-04;-1.695E-03 -9.737E-06;8.478E-04 2.877E-04;1.071E-03 1.430E-04
